factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm
modal_damping_scale,101,0.860602,fourth_standard_pd,0.0783724,0.00128138,16.7008,8.11932
modal_damping_scale,102,1.0096,s_curve_standard_pd,0.23544,0.00359179,18.6761,7.72714
modal_damping_scale,102,1.0096,fourth_standard_pd,0.0789149,0.00128984,16.7019,8.1193
modal_damping_scale,103,0.967857,s_curve_standard_pd,0.237229,0.00361791,18.6769,7.72714
modal_damping_scale,103,0.967857,fourth_standard_pd,0.078762,0.00128746,16.7016,8.11931
modal_damping_scale,104,0.772667,s_curve_standard_pd,0.246203,0.0037486,18.681,7.72716
modal_damping_scale,104,0.772667,fourth_standard_pd,0.0780571,0.00127636,16.7001,8.11934
modal_damping_scale,105,0.864837,s_curve_standard_pd,0.241832,0.00368501,18.679,7.72715
modal_damping_scale,105,0.864837,fourth_standard_pd,0.0783881,0.00128163,16.7008,8.11932
modal_damping_scale,106,0.871256,s_curve_standard_pd,0.241536,0.00368071,18.6788,7.72715
modal_damping_scale,106,0.871256,fourth_standard_pd,0.078411,0.00128199,16.7008,8.11932
modal_damping_scale,107,1.1791,s_curve_standard_pd,0.228604,0.00349172,18.6731,7.72713
modal_damping_scale,107,1.1791,fourth_standard_pd,0.0795412,0.00129945,16.703,8.11928
modal_damping_scale,108,0.966019,s_curve_standard_pd,0.237309,0.00361907,18.6769,7.72714
modal_damping_scale,108,0.966019,fourth_standard_pd,0.0787554,0.00128736,16.7016,8.11931
modal_damping_scale,109,1.13017,s_curve_standard_pd,0.23051,0.00351967,18.6739,7.72714
modal_damping_scale,109,1.13017,fourth_standard_pd,0.0793597,0.00129668,16.7027,8.11928
modal_damping_scale,110,1.19035,s_curve_standard_pd,0.228173,0.00348537,18.6729,7.72713
modal_damping_scale,110,1.19035,fourth_standard_pd,0.0795827,0.00130007,16.703,8.11927
modal_damping_scale,111,1.22351,s_curve_standard_pd,0.226912,0.00346688,18.6723,7.72713
modal_damping_scale,111,1.22351,fourth_standard_pd,0.0797055,0.00130194,16.7032,8.11927
modal_damping_scale,112,0.725519,s_curve_standard_pd,0.248541,0.00378258,18.682,7.72716
modal_damping_scale,112,0.725519,fourth_standard_pd,0.0778877,0.00127369,16.6997,8.11934
modal_damping_scale,113,0.820783,s_curve_standard_pd,0.243887,0.00371494,18.6799,7.72715
modal_damping_scale,113,0.820783,fourth_standard_pd,0.078231,0.00127914,16.7005,8.11933
modal_damping_scale,114,1.09511,s_curve_standard_pd,0.23191,0.00354017,18.6745,7.72714
modal_damping_scale,114,1.09511,fourth_standard_pd,0.0792298,0.00129469,16.7024,8.11929
modal_damping_scale,115,0.937385,s_curve_standard_pd,0.238561,0.00363733,18.6775,7.72715
modal_damping_scale,115,0.937385,fourth_standard_pd,0.0786508,0.00128573,16.7013,8.11931
modal_damping_scale,116,1.10108,s_curve_standard_pd,0.23167,0.00353665,18.6744,7.72714
modal_damping_scale,116,1.10108,fourth_standard_pd,0.0792522,0.00129503,16.7025,8.11929
modal_damping_scale,117,0.942445,s_curve_standard_pd,0.238337,0.00363408,18.6774,7.72715
modal_damping_scale,117,0.942445,fourth_standard_pd,0.0786696,0.00128602,16.7014,8.11931
modal_damping_scale,118,1.16874,s_curve_standard_pd,0.229003,0.00349757,18.6732,7.72713
modal_damping_scale,118,1.16874,fourth_standard_pd,0.0795026,0.00129887,16.7029,8.11928
modal_damping_scale,119,0.879569,s_curve_standard_pd,0.241155,0.00367516,18.6787,7.72715
modal_damping_scale,119,0.879569,fourth_standard_pd,0.0784411,0.00128246,16.7009,8.11932
modal_damping_scale,120,1.0033,s_curve_standard_pd,0.235708,0.00359569,18.6762,7.72714
modal_damping_scale,120,1.0033,fourth_standard_pd,0.0788919,0.00128948,16.7018,8.1193
modal_damping_scale,121,1.09687,s_curve_standard_pd,0.23184,0.00353913,18.6745,7.72714
modal_damping_scale,121,1.09687,fourth_standard_pd,0.0792363,0.00129479,16.7024,8.11929
modal_damping_scale,122,0.866234,s_curve_standard_pd,0.241767,0.00368408,18.6789,7.72715
modal_damping_scale,122,0.866234,fourth_standard_pd,0.0783931,0.00128171,16.7008,8.11932
modal_damping_scale,123,0.955522,s_curve_standard_pd,0.237764,0.00362572,18.6771,7.72715
modal_damping_scale,123,0.955522,fourth_standard_pd,0.0787169,0.00128676,16.7015,8.11931
modal_damping_scale,124,1.26095,s_curve_standard_pd,0.225517,0.00344638,18.6717,7.72713
