factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm
inertia_scale,97,1.10634,s_curve_standard_pd,0.243074,0.00368259,19.9581,8.25954
inertia_scale,97,1.10634,fourth_standard_pd,0.0766128,0.00124298,17.8429,8.67843
inertia_scale,98,1.03994,s_curve_standard_pd,0.238614,0.00363007,19.1578,7.92712
inertia_scale,98,1.03994,fourth_standard_pd,0.0780004,0.00127119,17.1304,8.32932
inertia_scale,99,1.01898,s_curve_standard_pd,0.237169,0.00361315,18.9052,7.82219
inertia_scale,99,1.01898,fourth_standard_pd,0.0784569,0.00128058,16.9055,8.21912
inertia_scale,100,0.774302,s_curve_standard_pd,0.219016,0.00340624,15.952,6.59714
inertia_scale,100,0.774302,fourth_standard_pd,0.0845394,0.00141064,14.2799,6.93255
inertia_scale,101,0.953608,s_curve_standard_pd,0.232553,0.00355953,18.1167,7.49487
inertia_scale,101,0.953608,fourth_standard_pd,0.0799466,0.00131147,16.204,7.87537
inertia_scale,102,0.870323,s_curve_standard_pd,0.226429,0.00348939,17.1116,7.07789
inertia_scale,102,0.870323,fourth_standard_pd,0.081985,0.00135469,15.3104,7.43745
inertia_scale,103,0.749651,s_curve_standard_pd,0.21705,0.00338452,15.6543,6.47372
inertia_scale,103,0.749651,fourth_standard_pd,0.0852294,0.00142615,14.0152,6.80293
inertia_scale,104,1.21321,s_curve_standard_pd,0.249895,0.00376376,21.2457,8.79461
inertia_scale,104,1.21321,fourth_standard_pd,0.0745605,0.00120192,18.9899,9.24038
inertia_scale,105,0.708661,s_curve_standard_pd,0.213715,0.00334807,15.1592,6.26849
inertia_scale,105,0.708661,fourth_standard_pd,0.086408,0.00145311,13.5752,6.58741
inertia_scale,106,1.06903,s_curve_standard_pd,0.240589,0.00365326,19.5085,8.07275
inertia_scale,106,1.06903,fourth_standard_pd,0.0773814,0.00125855,17.4425,8.48227
inertia_scale,107,0.817667,s_curve_standard_pd,0.222412,0.00344411,16.4758,6.81425
inertia_scale,107,0.817667,fourth_standard_pd,0.0833586,0.00138451,14.7453,7.16057
inertia_scale,108,0.768721,s_curve_standard_pd,0.218572,0.00340135,15.8846,6.5692
inertia_scale,108,0.768721,fourth_standard_pd,0.0846947,0.00141411,14.22,6.90321
inertia_scale,109,0.844706,s_curve_standard_pd,0.22449,0.00346745,16.8023,6.94963
inertia_scale,109,0.844706,fourth_standard_pd,0.082645,0.00136894,15.0355,7.30275
inertia_scale,110,0.871449,s_curve_standard_pd,0.226513,0.00349035,17.1252,7.08352
inertia_scale,110,0.871449,fourth_standard_pd,0.0819563,0.00135407,15.3224,7.44336
inertia_scale,111,1.2201,s_curve_standard_pd,0.250322,0.00376885,21.3287,8.82911
inertia_scale,111,1.2201,fourth_standard_pd,0.0744345,0.00119944,19.0639,9.27661
inertia_scale,112,0.995059,s_curve_standard_pd,0.235498,0.00359369,18.6167,7.7024
inertia_scale,112,0.995059,fourth_standard_pd,0.0789915,0.0012916,16.6488,8.09332
inertia_scale,113,1.2741,s_curve_standard_pd,0.253616,0.00380836,21.9793,9.0995
inertia_scale,113,1.2741,fourth_standard_pd,0.0734797,0.00118064,19.6436,9.56057
inertia_scale,114,0.908122,s_curve_standard_pd,0.229243,0.00352146,17.5679,7.26714
inertia_scale,114,0.908122,fourth_standard_pd,0.0810392,0.00133452,15.716,7.6362
inertia_scale,115,1.13934,s_curve_standard_pd,0.245228,0.00370812,20.3557,8.42477
inertia_scale,115,1.13934,fourth_standard_pd,0.0759563,0.00122975,18.1971,8.85196
inertia_scale,116,1.12791,s_curve_standard_pd,0.244485,0.00369932,20.218,8.36754
inertia_scale,116,1.12791,fourth_standard_pd,0.0761817,0.00123427,18.0744,8.79185
inertia_scale,117,0.895008,s_curve_standard_pd,0.228274,0.00351039,17.4096,7.20148
inertia_scale,117,0.895008,fourth_standard_pd,0.0813626,0.0013414,15.5752,7.56724
inertia_scale,118,0.798073,s_curve_standard_pd,0.220888,0.00342706,16.2392,6.71615
inertia_scale,118,0.798073,fourth_standard_pd,0.083887,0.00139613,14.535,7.05755
inertia_scale,119,0.949907,s_curve_standard_pd,0.232287,0.00355645,18.0721,7.47634
inertia_scale,119,0.949907,fourth_standard_pd,0.0800334,0.00131329,16.1643,7.85591
inertia_scale,120,1.21875,s_curve_standard_pd,0.250239,0.00376787,21.3125,8.82238
inertia_scale,120,1.21875,fourth_standard_pd,0.0744591,0.00119992,19.0494,9.26953
inertia_scale,121,1.07142,s_curve_standard_pd,0.24075,0.00365514,19.5372,8.0847
inertia_scale,121,1.07142,fourth_standard_pd,0.0773318,0.00125754,17.4681,8.49481
inertia_scale,122,0.755512,s_curve_standard_pd,0.21752,0.00338971,15.7251,6.50306
inertia_scale,122,0.755512,fourth_standard_pd,0.0850654,0.00142243,14.0782,6.83375
inertia_scale,123,1.17376,s_curve_standard_pd,0.247431,0.00373434,20.7705,8.59712
inertia_scale,123,1.17376,fourth_standard_pd,0.0752941,0.00121649,18.5665,9.03296
inertia_scale,124,1.20706,s_curve_standard_pd,0.249517,0.00375923,21.1717,8.76384
inertia_scale,124,1.20706,fourth_standard_pd,0.0746727,0.00120415,18.924,9.20806
inertia_scale,125,0.848681,s_curve_standard_pd,0.224792,0.00347086,16.8503,6.96953
inertia_scale,125,0.848681,fourth_standard_pd,0.082541,0.0013667,15.0781,7.32365
inertia_scale,126,1.21845,s_curve_standard_pd,0.250221,0.00376765,21.3089,8.82087
inertia_scale,126,1.21845,fourth_standard_pd,0.0744646,0.00120003,19.0462,9.26794
inertia_scale,127,0.852082,s_curve_standard_pd,0.225051,0.00347377,16.8914,6.98656
inertia_scale,127,0.852082,fourth_standard_pd,0.0824526,0.00136479,15.1146,7.34153
inertia_scale,128,0.719222,s_curve_standard_pd,0.214581,0.00335749,15.2867,6.32137
inertia_scale,128,0.719222,fourth_standard_pd,0.0861007,0.00144602,13.6886,6.64293
inertia_scale,129,1.17048,s_curve_standard_pd,0.247224,0.00373187,20.731,8.5807
inertia_scale,129,1.17048,fourth_standard_pd,0.0753551,0.00121773,18.5313,9.01572
inertia_scale,130,1.04683,s_curve_standard_pd,0.239084,0.00363558,19.2408,7.96159
inertia_scale,130,1.04683,fourth_standard_pd,0.0778524,0.00126816,17.2043,8.36553
inertia_scale,131,1.06113,s_curve_standard_pd,0.240057,0.003647,19.4132,8.03318
inertia_scale,131,1.06113,fourth_standard_pd,0.0775468,0.00126194,17.3577,8.44071
inertia_scale,132,0.856458,s_curve_standard_pd,0.225383,0.00347755,16.9442,7.00847
inertia_scale,132,0.856458,fourth_standard_pd,0.0823398,0.00136235,15.1616,7.36454
inertia_scale,133,0.877295,s_curve_standard_pd,0.226951,0.00349534,17.1958,7.11279
inertia_scale,133,0.877295,fourth_standard_pd,0.0818077,0.0013509,15.3852,7.4741
inertia_scale,134,0.75724,s_curve_standard_pd,0.217658,0.00339125,15.7459,6.51171
inertia_scale,134,0.75724,fourth_standard_pd,0.0850167,0.00142134,14.0967,6.84284
inertia_scale,135,0.967856,s_curve_standard_pd,0.233575,0.00357135,18.2886,7.56621
inertia_scale,135,0.967856,fourth_standard_pd,0.079613,0.00130452,16.3569,7.95029
inertia_scale,136,1.15093,s_curve_standard_pd,0.245976,0.003717,20.4954,8.4828
inertia_scale,136,1.15093,fourth_standard_pd,0.0757302,0.00122523,18.3215,8.9129
inertia_scale,137,1.26079,s_curve_standard_pd,0.252817,0.00379876,21.8189,9.03283
inertia_scale,137,1.26079,fourth_standard_pd,0.0737111,0.00118517,19.5007,9.49055
inertia_scale,138,1.04543,s_curve_standard_pd,0.238989,0.00363447,19.224,7.95461
inertia_scale,138,1.04543,fourth_standard_pd,0.0778824,0.00126877,17.1893,8.3582
